track_name,track_id,artist_name,album_name,release_date,artist_genre,popularity,Duration (ms),Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
New Urban Jazz,5kVRlgPGIZbhegR6RPA2Gj,"Bob Baldwin, Della Croche",New Urban Jazz,2007,['smooth jazz'],4,287466,0.0346,0.651,0.512,0.000213,6,0.111,-7.727,1,0.339,170.085,4,0.651
Jeep Jazz,1KjgS9WhcZIS67sTH3tcKm,"Bob Baldwin, Zoiea",New Urban Jazz,2007,['smooth jazz'],5,281173,0.143,0.485,0.724,0.0,6,0.139,-7.384,1,0.327,200.024,4,0.5
Just The Two Of Us,01F8B0dhzGdWvmcSO6vUdi,Will Smith,Big Willie Style,1997-10-03,"['hip hop', 'pop rap']",53,315506,0.142,0.805,0.638,0.0,1,0.322,-5.864,1,0.0806,94.52,4,0.644
Just the Two of Us (feat. Bill Withers),1ko2lVN0vKGUl9zrU0qSlT,"Grover Washington, Jr., Bill Withers",Anthology,1985,['soul jazz'],78,438493,0.41,0.749,0.497,0.0499,10,0.0504,-12.609,0,0.105,95.818,4,0.585
Brooklyn,1khi2RVsfPRfhwOdE7n5Vj,Wakey!Wakey!,War Sweater EP,2009-05-18,['oth indie'],33,204346,0.929,0.365,0.42,0.000682,0,0.103,-8.724,1,0.0367,116.627,4,0.289
The Doo-Bop Song,6lbzLUoma85KVbQqBpvBrw,Miles Davis,Doo-Bop,1992-06-26,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",44,297440,0.0137,0.669,0.783,0.00517,7,0.0704,-4.692,1,0.208,88.009,4,0.75
No Matter,1bnEi2v4brArPXjlAlXnj6,Jack Radics,Jack Of Hearts - Vol. 1,2013-01-14,['deep ragga'],44,242102,0.0581,0.778,0.841,0.00624,7,0.112,-4.567,0,0.0293,125.008,4,0.858
That's Life,1krJjodZxgpjs6luOlB9uO,Frank Sinatra,That's Life,1966-11,"['adult standards', 'easy listening', 'lounge']",0,187040,0.527,0.432,0.443,0.0,2,0.404,-14.143,1,0.0812,139.726,4,0.651
Summer - Oceanside Extended Version,5T4E8Ex4gJdquBeoqbuv6A,Kool & The Gang feat. Lauryn Hill,Summer,2001-09-24,[],10,356760,0.0181,0.632,0.599,0.00273,2,0.184,-8.481,1,0.0373,93.023,4,0.662
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,"Us3, Rahsaan, Gerard Presencer",Hand On The Torch,1993-01-01,"['acid jazz', 'jazz rap']",58,279360,0.109,0.851,0.651,1.2e-05,5,0.124,-11.515,0,0.0601,115.992,4,0.942
This Is Your Night,3mhjAkNMV7dpoDPd4zcvFO,Heavy D & The Boyz,Nuttin' But Love,1994-05-25,"['contemporary r&b', 'east coast hip hop', 'new jack swing', 'old school hip hop']",39,211466,0.168,0.903,0.434,0.0,2,0.0404,-12.593,1,0.255,106.87,4,0.716
Catching Feelings (feat. SIX60),0gCNs3jCCDhObAK0MRghtv,"Drax Project, SIX60",Drax Project,2019-09-27,['nz pop'],57,218854,0.605,0.396,0.521,0.0,3,0.157,-5.877,1,0.101,175.558,4,0.34
Easy,1JQ6Xm1JrvHfvAqhl5pwaA,Commodores,Commodores,1977-01-01,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",81,256426,0.112,0.589,0.384,2.8e-05,10,0.0596,-15.075,0,0.0332,132.909,4,0.354
Move on Up - Single Edit,0MHXrqn909p0LRTPsNsGEi,Curtis Mayfield,Move on Up,1970,"['chicago soul', 'classic soul', 'funk', 'soul']",68,165789,0.417,0.538,0.969,0.00154,11,0.119,-5.626,0,0.0906,138.652,4,0.928
Nothing From Nothing,72PoJMDfdaw9gGECgA9kTZ,Billy Preston,The Kids & Me,1974-01-01,"['funk', 'psychedelic soul', 'rock keyboard', 'soul']",63,156200,0.613,0.808,0.83,0.0112,9,0.198,-3.995,0,0.0283,102.8,4,0.909
Comin' from Where I'm From - Radio Mix,6UeROtzgj12WLgZx3033G6,Anthony Hamilton,Comin' From Where I'm From,2003-07-15,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",54,240146,0.184,0.572,0.745,0.0,6,0.154,-6.418,0,0.367,160.037,4,0.593
Let The Drummer Kick,4Nrg8EG7wWTiTOumtpw8gk,Citizen Cope,Citizen Cope,2002-01-01,['alternative rock'],58,257093,0.0165,0.766,0.641,0.0386,9,0.0809,-3.777,0,0.0445,85.011,4,0.579
Hope,2xxx3hyrkpFgrGi6iCVx9y,"Twista, Faith Evans",The First Lady,2005-01-01,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",0,254960,0.262,0.908,0.666,0.0,8,0.147,-6.84,0,0.124,106.913,4,0.278
Look What I Found,6Id5RM56PFn2hB4I0ox0WA,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,"['art pop', 'dance pop', 'pop']",50,175240,0.456,0.849,0.493,0.000463,1,0.133,-4.1,0,0.0417,97.012,4,0.447
Maybe It's Time,4z2XPrpHz1raJibarWFY7Z,Bradley Cooper,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,['hollywood'],60,159293,0.798,0.699,0.282,1.23e-06,7,0.0981,-7.65,1,0.0374,79.776,4,0.359
Nevermind,63SevszngYpZOwf63o61K4,Dennis Lloyd,Nevermind,2017-06-30,['israeli pop'],81,156600,0.159,0.6,0.688,1.29e-05,5,0.409,-8.339,0,0.201,99.977,4,0.0793
Lovely Day,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Menagerie,1977-10-29,"['classic soul', 'funk', 'quiet storm', 'soul']",81,254560,0.292,0.692,0.651,0.00241,9,0.105,-8.267,1,0.0324,97.923,4,0.706
Georgia on My Mind,4DEAiNBvq5yBy7NzpVc02h,Ray Charles,Ray Charles,2011-09-20,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",51,215120,0.861,0.288,0.316,0.0,0,0.188,-8.06,1,0.0286,130.939,4,0.201
Purple Rain,27qTHY6I2YxaF4nusqmG4V,"Scott Bradlee's Postmodern Jukebox, Miche Braden",Sepia Is The New Orange,2019-02-15,"['jazz cover', 'swing']",30,265500,0.911,0.511,0.343,9.37e-05,0,0.12,-8.112,1,0.0415,123.66,4,0.35
Slow Dancing in a Burning Room,3f8Uygfz3CIpUCo6H6iNOJ,John Mayer,Continuum,2006,"['neo mellow', 'singer-songwriter']",0,242000,0.573,0.668,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.15,5,0.288
A város másik oldalán,6ovYow1To3nGQ1WppSanKc,Fekete Vonat,Retro Party 2,2014-01-01,"['hungarian pop', 'magyar retro dance']",28,257773,0.0729,0.55,0.635,0.0,11,0.208,-6.872,0,0.267,204.119,4,0.511
Old Town Road,0F7FA14euOIX8KcbEturGH,Lil Nas X,7 EP,2019-06-21,['lgbtq+ hip hop'],77,113000,0.0578,0.907,0.53,2.23e-06,1,0.101,-6.112,1,0.127,135.998,4,0.507
Get The Funk Out Of My Face,4oKJCjFg4C7JqyxOm0mPVm,"Quincy Jones, Snoop Dogg",Q: Soul Bossa Nostra,2010-11-09,['soul jazz'],0,191426,0.0203,0.76,0.811,0.0,7,0.307,-7.874,0,0.136,100.8,4,0.844
Samba da Bencao,5cFYzOBhIkED9cEeeksveU,Bebel Gilberto,Tanto Tempo,1996-04-14,"['bossa nova', 'downtempo']",51,287266,0.162,0.662,0.495,0.000209,6,0.104,-9.719,1,0.0322,80.811,4,0.567
Wait for the Moment,6vaVaVWYHmafTYUWi1b5dP,"stories, Hunter Elizabeth",vol. 2,2019-11-20,[],0,233375,0.839,0.457,0.309,5.48e-06,4,0.0886,-9.019,1,0.0393,146.439,4,0.48
Moo Juice - Benji Boko & BOY COM Remix Vocal,5ybDL9SV0ddLBq8R1l10rP,Renegades Of Jazz,Club Tikka 45 (Vol. 6),2011-06-27,['bboy'],0,237919,0.0434,0.834,0.72,8.06e-06,4,0.298,-8.575,0,0.207,110.003,4,0.668
Gone,1GVrznDLFYKXAwo6veGURS,ArtOfficial,Stranger,2007-01-01,"['ambeat', 'jazz rap']",11,227293,0.358,0.796,0.818,0.0,8,0.188,-4.982,1,0.261,95.433,4,0.817
You Shook Me All Night Long,5dQ67pN5eoJeXZQq7SRERL,"Scary Pockets, Judith Hill",Star Funk,2018-09-23,['retro soul'],0,172064,0.206,0.757,0.592,0.00122,5,0.0797,-7.486,0,0.235,136.662,4,0.776
Don't Let 'Em,3BxL6el2sz5U0XtAovzLgr,Rosie Gaines,Arrival,1997,"['diva house', 'movie tunes', 'speed garage']",2,364360,0.0278,0.862,0.448,0.0992,11,0.307,-9.794,0,0.0589,90.006,4,0.857
Summer Time,7skpOVKLMC9oUwVcG6mZQ6,"Andrea Motis, Joan Chamorro, Scott Hamilton, Ignasi Terraza, Esteve Pi, Josep Traver",Live at Jamboree - Barcelona,2013-11-26,"['jazz catala', 'spanish jazz']",47,462306,0.92,0.505,0.272,0.159,0,0.692,-14.563,0,0.0598,100.976,4,0.237
Indisposed,2CCYkChk2cTdU8RIRD0yYD,"Deluxe, Cyph4",The Deluxe Family Show,2013-09-23,"['electro swing', 'french indie pop']",53,219292,0.129,0.712,0.684,0.0,7,0.225,-6.042,0,0.0631,90.983,4,0.411
Do Something,2BPq1IXa9vEJpvG5TEaxgp,Macy Gray,On How Life Is,1999-07-03,['neo soul'],44,299933,0.147,0.58,0.841,2.2e-05,11,0.0359,-5.029,0,0.194,167.991,4,0.877
Leave The Door Open,7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2021-03-05,"['dance pop', 'pop']",19,242096,0.182,0.586,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719
I NEED YOU,0Rz33FuYUwWW0pcw2v9gI9,Jon Batiste,I NEED YOU,2021-01-22,['new orleans jazz'],0,157133,0.0172,0.818,0.639,0.0,6,0.137,-6.383,1,0.165,112.955,4,0.886
River,3hhbDnFUb2bicI2df6VurK,Leon Bridges,Coming Home (Deluxe),2015-06-23,"['modern blues', 'neo soul', 'soul']",76,240200,0.665,0.635,0.184,0.0,8,0.146,-10.785,1,0.0456,128.424,4,0.177
Slow It Down - WaTa Remix,4hixQjNyyJVjFg1GNBhr4Q,"Àbáse, Emmavie, Scienze, WaTa",Slow It Down,2020-09-09,[],0,187651,0.00281,0.705,0.659,0.0,10,0.0919,-10.364,0,0.267,109.969,4,0.716
Align,2haPg5fs6J7ora0KL3fY4q,"Àbáse, WAYNE SNOW",Align,2018-11-30,[],0,387714,0.448,0.589,0.541,0.666,10,0.161,-11.279,0,0.0363,126.002,4,0.47
Sexy M.F.,4Syn1a4Irz0UbbR44s7CqB,Prince,The Hits / The B-Sides,1993-09-13,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",35,326093,0.169,0.77,0.744,0.00224,2,0.0537,-8.133,1,0.0938,106.147,4,0.547
"1, 2, To the Bass (feat. Q-Tip)",7nox2rQqxNaJpTzPNjXran,"Stanley Clarke, Q-Tip","1, 2, To the Bass",2003-04-15,"['electric bass', 'jazz', 'jazz funk', 'jazz fusion']",38,355106,0.199,0.733,0.687,2.63e-05,4,0.143,-3.762,0,0.241,88.07,4,0.599
I Wanna Be Your Lover,4yrM5BVyJzy5Ed4GPO6e8j,Prince,Prince,1979-10-19,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",61,347666,0.0399,0.812,0.507,0.0831,1,0.0671,-8.825,0,0.0452,114.832,4,0.729
How Deep Is Your Love,0loJyuSFr6vVPBQSmLLrrQ,PJ Morton,Gumbo,2017-04-21,['neo r&b'],61,197081,0.705,0.796,0.459,1.15e-05,8,0.0605,-7.716,0,0.0443,88.0,4,0.767
Lookalike,0tP414RMhI5EKej6pJsIvA,"Bernhoft, The Fashion Bruises",Humanoid,2018-08-24,"['norwegian indie', 'norwegian pop']",41,227830,0.0277,0.574,0.548,0.0,7,0.0951,-7.055,1,0.13,81.691,4,0.623
Strange,7sq2z9oX2S0CvgTqCZ0ko4,Celeste,Not Your Muse (Deluxe),2021-01-29,['british soul'],75,255986,0.934,0.286,0.0847,6.94e-06,2,0.121,-9.883,1,0.0397,70.743,4,0.112
Music Evolution,40VpMYDhTMvr4XXSVXmVvl,Buckshot LeFonque,Music Evolution,1997-05-19,['jazz rap'],47,299066,0.0811,0.841,0.535,0.0035,10,0.112,-12.194,0,0.365,93.434,4,0.686
Louisiana Sunday Afternoon,65XSHqQ03czkojwjodBjfU,Diane Schuur,Collection,1989-01-01,['vocal jazz'],36,293600,0.279,0.679,0.469,0.0,9,0.0516,-13.875,0,0.0329,125.887,4,0.625
St. Lewis Blues,35hf8Mt9sandNygZ1Wj9qp,Peter Cincotti,On The Moon,2004-01-01,"['contemporary vocal jazz', 'vocal jazz']",34,255760,0.187,0.568,0.604,0.00613,1,0.0972,-5.931,1,0.178,205.996,4,0.686
Staying Alive,3s5dXFe9vDNVhLg332B0Yy,Electro Deluxe,Hopeful,2007,['modern funk'],47,239600,0.129,0.635,0.773,6.98e-06,0,0.0562,-5.227,1,0.0772,93.107,4,0.659
Even Out,0F14KpbaixCLDNkA8ieNxJ,Lazy Habits,Lazy Habits,2012-11-26,['uk hip hop'],34,224933,0.016,0.86,0.63,0.0,1,0.013,-6.613,1,0.0939,103.988,4,0.754
500lbs,6rjuKpPydT2SxN15TZpV7r,Lil Tecca,TEC,2023-09-22,"['melodic rap', 'pluggnb', 'rap']",88,144390,0.0942,0.722,0.785,0.0,7,0.119,-5.451,0,0.0763,122.986,4,0.529
HISS,79AHPJd8upvNxyK2qQcY8J,Megan Thee Stallion,HISS,2024-01-26,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",89,192818,0.078,0.745,0.663,0.0,1,0.213,-5.056,1,0.423,167.137,4,0.686
All Eyez On Me (ft. Big Syke),4VQNCzfZ3MdHEwwErNXpBo,"2Pac, Big Syke",All Eyez On Me,1996-02-13,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",81,307773,0.0293,0.872,0.723,0.0,1,0.327,-5.968,1,0.247,93.279,4,0.843
MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD,2019-01-23,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",84,213593,0.149,0.837,0.364,0.0,8,0.271,-11.713,1,0.276,123.984,4,0.463
N.Y. State of Mind,0trHOzAhNpGCsGBEu7dOJo,Nas,Illmatic,1994-04-19,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",76,293973,0.0394,0.665,0.91,0.0,6,0.227,-4.682,0,0.223,84.099,4,0.887
Big Poppa - 2005 Remaster,2g8HN35AnVGIk7B8yMucww,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",82,252746,0.43,0.78,0.575,0.0,9,0.143,-7.247,0,0.273,84.492,4,0.773
Man Of The Year,5SsR3wtCOafDmZgvIdRhSm,ScHoolboy Q,Oxymoron (Deluxe),2014-01-01,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,216013,0.00536,0.749,0.865,0.0,3,0.198,-5.228,1,0.0413,111.914,4,0.371
DNA.,6HZILIRieu8S0iqY8kIKhj,Kendrick Lamar,DAMN.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",83,185946,0.00454,0.638,0.523,0.0,1,0.0842,-6.664,1,0.357,139.913,4,0.422
Gin and Juice,39QBkWKnap8wRSW4WB9OK0,Snoop Dogg,Doggystyle,1993-11-23,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",77,211866,0.0953,0.603,0.762,1.53e-05,4,0.478,-7.744,0,0.285,94.726,4,0.379
BOP,6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,KIRK,2019-09-27,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",80,159714,0.189,0.769,0.787,0.0,11,0.129,-3.909,1,0.367,126.77,4,0.836
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,4INDiWSKvqSKDEu7mh8HFz,"The Notorious B.I.G., Mase, Diddy",Life After Death (2014 Remastered Edition),1997-03-04,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",77,257399,0.0128,0.845,0.884,2.1e-06,6,0.203,-4.506,0,0.0759,104.536,4,0.904
Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",The Forever Story (Extended Version),2022-10-31,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",94,229938,0.173,0.575,0.56,0.0,5,0.257,-7.302,1,0.478,75.956,4,0.471
Alright,3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,To Pimp A Butterfly,2015-03-16,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",84,219333,0.0742,0.796,0.766,0.0,7,0.0827,-5.974,1,0.238,110.034,4,0.558
If I Ruled the World (Imagine That) (feat. Lauryn Hill),5PQmSHzWnlgG4EBuIqjac2,"Nas, Ms. Lauryn Hill",It Was Written,1996-07-02,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",74,282373,0.0474,0.879,0.564,9.43e-06,10,0.0519,-7.682,0,0.247,93.908,4,0.523
Can't C Me,7rUchbZxrhF29Q0vYjKEU0,2Pac,All Eyez On Me,1996-02-13,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",71,330760,0.0442,0.795,0.852,3.47e-06,0,0.39,-2.238,1,0.178,95.44,4,0.673
Taste (feat. Offset),2toVe5hfuIi97ytDPDbQFt,"Tyga, Offset",Legendary,2019-06-07,"['hip hop', 'pop rap', 'rap', 'trap']",78,229210,0.0293,0.866,0.613,0.0,0,0.104,-6.385,1,0.151,98.001,4,0.359
Love Me,2XHzzp1j4IfTNp1FTn7YFg,"Lil Wayne, Drake, Future",I Am Not A Human Being II (Deluxe),2013-01-01,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88,255053,0.0125,0.669,0.634,0.0,11,0.0946,-6.476,1,0.0327,124.906,4,0.496
Party Up,0LWkaEyQRkF0XAms8Bg1fC,DMX,...And Then There Was X,1999-12-21,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",74,268866,0.0738,0.51,0.931,0.0,11,0.5,-3.302,1,0.347,201.936,4,0.53
ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",Dying to Live,2018-12-14,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",82,228759,0.0521,0.861,0.603,0.0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
Straight Outta Compton,6KIKRz9eSTXdNsGUnomdtW,N.W.A.,Straight Outta Compton,1988-08-08,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",74,258687,0.0461,0.834,0.878,0.0,8,0.334,-9.484,1,0.15,102.848,4,0.418
Machine Gun Funk - 2005 Remaster,2bXI4Rbw1D7aVeHWLjn1Lb,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",64,255893,0.102,0.841,0.738,0.0235,4,0.0901,-5.325,0,0.3,93.725,4,0.305
It Ain't Hard to Tell,2CPturRUlpvirYr7VpkXCV,Nas,Illmatic,1994-04-19,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",70,202106,1.7e-05,0.69,0.729,0.0431,11,0.152,-5.819,0,0.221,91.376,4,0.357
Big Pimpin',7m97yKVzPpXV9Z4ezEziOD,"JAY-Z, UGK",Vol. 3... Life And Times Of S. Carter,1999-12-28,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",73,283066,0.168,0.88,0.814,0.00672,11,0.0584,-6.307,0,0.14,138.083,4,0.942
God's Plan,6DCZcSspjsKoFjzjrWoCdn,Drake,Scorpion,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",88,198973,0.0332,0.754,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,0.357
Bounce Back,0SGkqnVQo9KPytSri1H6cF,Big Sean,I Decided.,2017-02-03,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",71,222360,0.106,0.78,0.575,0.0,1,0.129,-5.628,0,0.139,81.502,4,0.273
Many Men (Wish Death),2I9foKseoFQh07p6sD2voE,50 Cent,Get Rich Or Die Tryin',2003-02-06,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",75,256226,0.0153,0.653,0.826,0.00146,6,0.131,-2.93,0,0.354,108.52,5,0.416
Till I Collapse,4xkOaSrkexMciUUogZKVTS,"Eminem, Nate Dogg",The Eminem Show,2002-05-26,"['detroit hip hop', 'hip hop', 'rap']",88,297786,0.0622,0.548,0.847,0.0,1,0.0816,-3.237,1,0.186,171.447,4,0.1
Believe Me,6t2eIONH4Sax3R21QWiKNp,"Lil Wayne, Drake",Believe Me,2014-05-28,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",63,337640,0.272,0.844,0.491,0.0,10,0.111,-8.807,0,0.17,91.935,4,0.196
No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,J. Cole,2014 Forest Hills Drive,2014-12-09,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",91,292799,0.324,0.69,0.521,0.0,10,0.0534,-8.492,0,0.339,100.028,4,0.494
Swimming Pools (Drank) - Extended Version,5ujh1I7NZH5agbwf7Hp8Hc,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",2012,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",73,313786,0.123,0.716,0.485,2.69e-05,1,0.604,-7.745,1,0.404,74.132,4,0.26
Gimme the Loot - 2005 Remaster,1xIxMz1sNQ4b6svH1GuTtF,The Notorious B.I.G.,Ready to Die (The Remaster),1994-09-13,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",67,285946,0.0888,0.721,0.662,0.0,7,0.178,-8.136,1,0.403,94.191,4,0.68
XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,Luv Is Rage 2,2017-08-25,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",85,182706,0.00264,0.732,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401
Boyz-N-The-Hood - Remix,3JdyhQORbJkCWT8xfLd8gD,"Eazy-E, Ice Cube, DJ Yella",Eazy-Duz-It,1988-09-13,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",66,379733,0.0383,0.837,0.692,0.0,7,0.212,-4.251,1,0.337,87.775,4,0.805
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",7xVLFuuYdAvcTfcP3IG3dS,"A$AP Ferg, French Montana, A$AP Rocky, Trinidad James, ScHoolboy Q",Trap Lord,2013-08-19,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",70,283693,0.0246,0.841,0.733,0.0,1,0.174,-5.077,1,0.142,130.009,4,0.284
DUCKWORTH.,0y9uTzK9cNKSAEHnpeRG8C,Kendrick Lamar,DAMN.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",75,248613,0.0536,0.552,0.731,0.0,7,0.258,-6.873,1,0.615,174.516,4,0.632
Drop The World,3e21cX0CVwzkQXiHz7WUQZ,"Lil Wayne, Eminem",Rebirth,2009-01-01,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",67,229226,0.0719,0.663,0.91,0.0,1,0.244,-1.629,1,0.317,144.993,4,0.342
Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,"A Boogie Wit da Hoodie, Kodak Black",The Bigger Artist,2017-09-29,"['melodic rap', 'rap', 'trap']",81,209269,0.501,0.839,0.81,0.0,5,0.117,-5.274,0,0.0568,129.014,4,0.814
We Dem Boyz,1ULa3GfdMKs0MfRpm6xVlu,Wiz Khalifa,Blacc Hollywood (Deluxe),2014-08-19,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,224933,0.00689,0.717,0.862,0.0,8,0.321,-4.736,1,0.054,130.021,4,0.52
goosebumps,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Birds In The Trap Sing McKnight,2016-09-16,"['hip hop', 'rap', 'slap house']",90,243836,0.0847,0.841,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,4,0.43
"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,"Jay Rock, Kendrick Lamar, Future, James Blake","King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",73,229670,0.000813,0.645,0.705,0.0,1,0.128,-5.008,1,0.299,137.133,4,0.376
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4X5f3vT8MRuXF68pfjNte5,"A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",LONG.LIVE.A$AP (Deluxe Version),2013,"['east coast hip hop', 'hip hop', 'rap', 'trap']",79,233786,0.0239,0.853,0.693,0.0,1,0.11,-6.87,1,0.275,95.967,4,0.662
Got Your Money (feat. Kelis),6YYd5MLpu45J0uLrMdivF7,"Ol' Dirty Bastard, Kelis",Nigga Please,1999,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",70,239546,0.0516,0.934,0.459,0.0,1,0.222,-7.654,1,0.189,103.04,4,0.697
ATM,2UciqgwVDwro0fev3MFbxJ,J. Cole,KOD,2018-04-20,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",63,216726,0.115,0.772,0.498,0.0,8,0.0898,-7.661,1,0.649,81.817,4,0.351
Bad and Boujee (feat. Lil Uzi Vert),0M9ydKzuF3oZTfYYPfaGX1,"Migos, Lil Uzi Vert",Culture,2017-01-27,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",76,343150,0.0611,0.926,0.666,0.0,11,0.123,-5.314,1,0.244,127.079,4,0.168
16 CARRIAGES,3Fwebmu4BzPUpDtPZo0qHb,Beyoncé,16 CARRIAGES,2024-02-09,"['pop', 'r&b']",82,233521,0.382,0.525,0.453,0.0,8,0.0859,-7.047,1,0.0634,127.246,4,0.382
Lucky,1izC6AsOwb84CYQ7OA3ko7,Dermot Kennedy,Lucky,2024-02-16,"['folk-pop', 'irish pop', 'uk pop']",64,338195,0.0859,0.49,0.687,3.55e-06,10,0.349,-7.206,1,0.19,166.135,4,0.414
Lost And Found,29Ll2LiajriSkFHX3SIgK2,Chromeo,Adult Contemporary,2024-02-16,"['alternative dance', 'dance rock', 'filter house', 'indietronica', 'neo-synthpop', 'new rave', 'nu disco']",48,214226,0.125,0.761,0.609,1.07e-05,5,0.0688,-6.436,1,0.0322,130.998,4,0.943
CAN YOU SEE ME?,2YeHtUuRFJeeeJtGGmLp5a,Rezz,CAN YOU SEE ME?,2024-02-16,"['brostep', 'canadian electronic', 'edm', 'electra', 'electro house']",55,141538,0.0819,0.556,0.745,0.441,8,0.118,-10.578,1,0.0676,156.09,4,0.196
