track_name,track_id,artist_name,album_name,release_date,artist_genre,popularity,Duration (ms),Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,Kanye West,The College Dropout,2004-02-10,"['chicago rap', 'hip hop', 'rap']",79,221226,0.00865,0.571,0.739,5.21e-06,7,0.158,-6.11,1,0.247,83.089,4,0.66
All Mine,3U21A07gAloCc4P7J8rxcn,Kanye West,ye,2018-06-01,"['chicago rap', 'hip hop', 'rap']",79,145506,0.123,0.925,0.31,0.0,11,0.0931,-6.531,0,0.291,121.927,4,0.291
POWER,2gZUPNdnz5Y45eiGxpHGSc,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,"['chicago rap', 'hip hop', 'rap']",82,292093,0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,4,0.576
True Love,06JvOZ39sK8D8SqiqfaxDU,"Kanye West, XXXTENTACION",True Love,2022-05-27,"['chicago rap', 'hip hop', 'rap']",77,148571,0.0182,0.712,0.861,6.09e-06,5,0.511,-5.487,0,0.25,84.042,4,0.388
Why I Love You,4bDPr2VAjcfgUDmN9dGOC3,"JAY-Z, Kanye West, Mr Hudson",Watch The Throne,2011-08-08,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",78,201453,0.0259,0.48,0.808,0.0,5,0.267,-4.133,1,0.0423,123.387,4,0.37
Famous,19a3JfW8BQwqHWUMbcqSx8,Kanye West,The Life Of Pablo,2016-06-10,"['chicago rap', 'hip hop', 'rap']",79,196040,0.0711,0.465,0.735,0.0,6,0.0975,-3.715,1,0.117,173.935,4,0.409
Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,"Kanye West, Lupe Fiasco",Late Registration,2005-08-30,"['chicago rap', 'hip hop', 'rap']",77,236600,0.0114,0.552,0.846,0.0,9,0.309,-4.912,1,0.342,98.56,1,0.554
Moon,7CC6UbCs4iGsePSzFxYxNn,Kanye West,Donda,2021-08-29,"['chicago rap', 'hip hop', 'rap']",76,156091,0.898,0.319,0.236,1.62e-05,5,0.272,-9.644,1,0.0318,162.351,4,0.254
Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,Kanye West,The College Dropout,2004-02-10,"['chicago rap', 'hip hop', 'rap']",76,193733,0.614,0.637,0.834,0.0,3,0.317,-4.686,0,0.323,87.312,4,0.715
Black Skinhead,722tgOgdIbNe3BEyLnejw4,Kanye West,Yeezus,2013-06-18,"['chicago rap', 'hip hop', 'rap']",77,188013,0.0011,0.766,0.809,0.0,1,0.168,-6.123,1,0.279,130.127,4,0.325
Forever,5UsLjwBaTHBX4ektWIr4XX,"Drake, Kanye West, Lil Wayne, Eminem",Relapse: Refill,2009-05-15,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",78,357706,0.249,0.457,0.906,0.0,5,0.182,-2.278,0,0.342,104.02,5,0.54
Praise God,0WSEq9Ko4kFPt8yo3ICd6T,Kanye West,Donda,2021-08-29,"['chicago rap', 'hip hop', 'rap']",78,226652,0.00904,0.798,0.545,9.48e-05,1,0.258,-6.466,1,0.168,118.029,4,0.212
Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,"Twista, Kanye West, Jamie Foxx",The College Dropout,2004-02-10,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",77,316053,0.314,0.559,0.733,0.0,2,0.284,-5.659,0,0.171,145.115,4,0.611
No Church In The Wild,7r6PigmGzlB3YPB7wvBBbi,"JAY-Z, Kanye West, Frank Ocean, The-Dream",Watch The Throne,2011-08-08,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",77,272506,0.244,0.654,0.75,0.0178,8,0.167,-7.509,0,0.105,92.773,4,0.557
Jukebox Joints (feat. Joe Fox & Kanye West),2gAGWaK4wvt2xrFUlR4mK8,"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,2015-05-26,"['east coast hip hop', 'hip hop', 'rap', 'trap']",76,323960,0.302,0.284,0.803,0.0,2,0.242,-5.293,0,0.173,67.536,4,0.553
I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,"Kanye West, Lil Pump",I Love It,2018-09-07,"['chicago rap', 'hip hop', 'rap']",76,127946,0.0114,0.901,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329
Waves,3nAq2hCr1oWsIU54tS98pL,Kanye West,The Life Of Pablo,2016-06-10,"['chicago rap', 'hip hop', 'rap']",75,181573,0.0528,0.557,0.586,7.33e-06,10,0.339,-4.57,1,0.0382,96.091,4,0.0681
Erase Me - Main,6XkuklKiHYVTlVvWlTgQYP,"Kid Cudi, Kanye West",Man On The Moon II: The Legend Of Mr. Rager,2010-11-09,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",73,192253,0.063,0.687,0.631,0.0,9,0.108,-5.612,1,0.129,186.071,4,0.853
Gotta Have It,2aqe2NgAwmMlPgtf1MnGoy,"JAY-Z, Kanye West",Watch The Throne,2011-08-08,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",71,140746,0.411,0.74,0.574,0.0,4,0.262,-6.938,1,0.245,149.762,4,0.33
MATHEMATICAL DISRESPECT,0Ymjv0OJeIIPXr6s9wi3iW,Lil Mabu,MATHEMATICAL DISRESPECT,2023-05-05,[],79,88304,0.0612,0.795,0.507,0.0,1,0.272,-8.06,1,0.303,146.771,4,0.48
Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,"Eminem, Juice WRLD",Music To Be Murdered By,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",89,210800,0.145,0.808,0.745,0.0,10,0.292,-5.26,0,0.342,165.995,4,0.829
Fight Back,6KigD0mlF4VGDYiSEzAyYw,NEFFEX,Fight Back: The Collection,2018-11-30,[],76,200571,0.094,0.716,0.946,6.63e-05,1,0.0825,-3.412,1,0.261,139.943,4,0.587
Nothing on You,2A5YAFeEwGi7KlGMYRf5dX,"B.o.B, Bruno Mars",May 25th,2010-02-02,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",79,107702,0.578,0.553,0.798,0.0,10,0.599,-5.992,1,0.109,103.948,4,0.378
Violet,7IezwtVIJIPC36LpKMR9d7,"Connor Price, Killa",Spin The Globe,2023-01-27,['singer-songwriter pop'],72,122880,0.0177,0.924,0.716,1.15e-06,8,0.128,-7.158,0,0.0541,119.973,4,0.48
Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,17,2017-08-25,"['emo rap', 'miami hip hop', 'rap']",85,119133,0.469,0.872,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437
In the End,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),2000,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",91,216880,0.00958,0.556,0.864,0.0,3,0.209,-5.87,0,0.0584,105.143,4,0.4
Hustlers & Hardcore,0vp5pZCe3OtLbKSyMf7UrR,"Domingo, Eminem",Behind the Doors of the 13th Floor,1999-03-23,[],59,73975,0.197,0.849,0.516,1.61e-05,11,0.141,-11.489,0,0.218,96.248,4,0.571
I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),2022-08-26,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",92,175238,0.00383,0.561,0.965,7.07e-06,7,0.371,-3.673,0,0.0343,128.04,4,0.304
Riptide,3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,Dream Your Life Away (Special Edition),2014-09-09,"['folk-pop', 'modern rock']",86,204280,0.431,0.484,0.731,0.0,1,0.151,-6.694,1,0.0379,101.654,4,0.51
Smack That - NBA Version,7qiiBlbNTbZHdLXUsPsQaH,"Akon, Eminem",Smack That (NBA),2006,['dance pop'],65,82066,0.292,0.869,0.629,0.0,5,0.0922,-7.203,0,0.174,59.496,4,0.98
Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Hollywood's Bleeding,2019-09-06,"['dfw rap', 'melodic rap', 'pop', 'rap']",88,157560,0.533,0.755,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925
Invincible,792HwhrdO3ErRKL5yRe4Ge,Pop Smoke,Meet The Woo 2,2020-02-07,"['brooklyn drill', 'rap']",80,127546,0.125,0.548,0.732,0.0,11,0.269,-5.652,0,0.336,142.791,4,0.612
Never Enough,5CsDo9j3N4yFZNCN1h9loS,"Eminem, 50 Cent, Nate Dogg",Encore (Deluxe Version),2004-11-12,"['detroit hip hop', 'hip hop', 'rap']",75,159786,0.294,0.777,0.716,0.0,11,0.665,-5.327,1,0.347,95.756,4,0.593
Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Narrated For You,2018-11-16,"['alt z', 'pop', 'pov: indie']",89,169353,0.74,0.652,0.557,0.0,1,0.124,-5.714,0,0.0318,150.073,4,0.483
Hope,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,?,2018-03-16,"['emo rap', 'miami hip hop', 'rap']",87,110886,0.661,0.592,0.457,0.000331,9,0.146,-6.081,0,0.0603,146.04,4,0.225
BILLIE EILISH.,2tDOCMuKSX9IEo9TJ4pBBk,Armani White,Road to CASABLANCO.,2023-05-05,['indie hip hop'],73,99280,0.13,0.902,0.514,9.22e-06,1,0.0873,-6.372,1,0.281,100.101,4,0.747
Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,Post Malone,Hollywood's Bleeding,2019-09-06,"['dfw rap', 'melodic rap', 'pop', 'rap']",79,156266,0.331,0.405,0.646,0.0,4,0.103,-3.206,0,0.0476,130.218,4,0.17
Element,57BGVV6wcyhbn3hsjlqEZB,Pop Smoke,Meet The Woo 2,2020-02-07,"['brooklyn drill', 'rap']",79,135746,0.0301,0.772,0.878,2.18e-06,2,0.251,-4.22,1,0.324,61.311,5,0.305
Moonlight,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,?,2018-03-16,"['emo rap', 'miami hip hop', 'rap']",85,135090,0.556,0.921,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
Toxic,3M214U0mwSm041GsQR3nrO,BoyWithUke,Serotonin Dreams,2022-05-06,['sad rap'],78,168066,0.749,0.609,0.619,0.0,11,0.264,-5.677,1,0.311,179.71,4,0.689
The Monster,48RrDBpOSSl1aLVCalGl5C,"Eminem, Rihanna",The Marshall Mathers LP2,2013-11-05,"['detroit hip hop', 'hip hop', 'rap']",83,250188,0.0525,0.781,0.853,0.0,1,0.12,-3.68,0,0.0715,110.049,4,0.624
SLUT ME OUT,0WoVfPjxsf9MTvPt9ptqeE,NLE Choppa,Cottonwood 2,2023-04-14,"['memphis hip hop', 'rap']",80,123672,0.117,0.938,0.606,0.0,6,0.528,-6.396,0,0.419,121.108,4,0.706
What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,"['brooklyn drill', 'rap']",83,160000,0.65,0.709,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543
changes,7AFASza1mXqntmGtbxXprO,XXXTENTACION,?,2018-03-16,"['emo rap', 'miami hip hop', 'rap']",80,121886,0.883,0.669,0.308,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52
Without Me,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,The Eminem Show,2002-05-26,"['detroit hip hop', 'hip hop', 'rap']",92,290320,0.00286,0.908,0.669,0.0,7,0.237,-2.827,1,0.0738,112.238,4,0.662
nuts,4k3xDpAdBuM17mNNHhOZkK,"Lil Peep, rainy bear",LIVE FOREVER,2022-12-02,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",85,85360,0.00872,0.51,0.739,0.0,2,0.111,-7.41,1,0.0415,62.007,4,0.148
Everyday Normal Guy 2,2hhFpD32iXUd4GaCu6T4wn,Jon Lajoie,You Want Some of This?,2009-03-18,"['comedy rap', 'comic', 'parody']",74,195693,0.42,0.823,0.731,0.0,3,0.306,-4.273,1,0.307,90.302,4,0.876
IDGAF (with blackbear),4ZUpTMKPYFTfJqamWFU9Zv,"BoyWithUke, blackbear",Serotonin Dreams,2022-05-06,['sad rap'],76,140666,0.427,0.782,0.728,0.0,5,0.25,-5.93,1,0.0768,97.975,4,0.876
Doja,3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,2022-07-21,"['melodic drill', 'r&drill']",84,97392,0.38,0.911,0.573,0.0,6,0.403,-7.43,1,0.288,140.04,4,0.972
Higher,3eMsgWDRq5dKl5SBTYGv2J,Eminem,Music To Be Murdered By - Side B (Deluxe Edition),2020-12-18,"['detroit hip hop', 'hip hop', 'rap']",71,222036,0.0143,0.733,0.82,0.0,4,0.674,-4.758,0,0.218,148.0,4,0.525
Fuck Love,7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",17,2017-08-25,"['emo rap', 'miami hip hop', 'rap']",87,146520,0.0172,0.797,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329
The Box,0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,Please Excuse Me for Being Antisocial,2019-12-06,"['melodic rap', 'rap', 'trap']",88,196652,0.104,0.896,0.586,0.0,10,0.79,-6.687,0,0.0559,116.971,4,0.642
Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,Evolve,2017-06-23,"['modern rock', 'pop', 'rock']",85,201240,0.0362,0.672,0.655,0.0,10,0.117,-5.021,0,0.0311,134.945,4,0.556
3:15 (Breathe),0dGqP4VickYjtIaB5VOt4H,Russ,3:15 (Breathe),2021-05-21,"['hawaiian hip hop', 'pop rap']",83,184000,0.591,0.451,0.627,0.00958,8,0.118,-4.59,1,0.127,74.69,4,0.77
Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,"Eminem, Rihanna",Recovery,2010-06-18,"['detroit hip hop', 'hip hop', 'rap']",89,263373,0.241,0.749,0.925,0.0,10,0.52,-5.034,1,0.227,86.989,4,0.641
All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,Goodbye & Good Riddance,2018-12-10,"['chicago rap', 'melodic rap', 'rap']",88,165819,0.0769,0.671,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,0.203
Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,17,2017-08-25,"['emo rap', 'miami hip hop', 'rap']",85,95466,0.847,0.734,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689
LET GO,3zkyus0njMCL6phZmNNEeN,Central Cee,LET GO,2022-12-15,"['melodic drill', 'r&drill']",81,174246,0.859,0.735,0.449,0.0,2,0.213,-9.933,0,0.383,146.016,4,0.514
Remember the Name (feat. Styles of Beyond),7ccC26pJ3aDG81sS4FwdXF,"Fort Minor, Styles Of Beyond",The Rising Tied (Deluxe Edition),2005,['rap rock'],71,230493,0.0583,0.689,0.835,2.87e-06,8,0.0795,-4.162,1,0.0912,84.853,4,0.88
Lose Yourself,5Z01UMMf7V1o0MzF86s6WJ,Eminem,Curtain Call: The Hits (Deluxe Edition),2005-12-06,"['detroit hip hop', 'hip hop', 'rap']",82,326466,0.00868,0.692,0.744,0.000423,2,0.359,-4.565,1,0.257,171.374,4,0.0612
Stay With Me,2WYs5LxOZfEyURXu7V0O1a,1nonly,Stay With Me,2020-10-11,['aesthetic rap'],78,141505,0.302,0.684,0.844,0.0,9,0.374,-7.649,1,0.335,126.677,5,0.335
Unholy (feat. Kim Petras),0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Gloria,2023-01-27,"['pop', 'uk pop']",81,156943,0.011,0.712,0.463,2.96e-06,2,0.301,-7.399,1,0.0797,131.199,4,0.206
In Da Club,4RY96Asd9IefaL3X4LOLZ8,50 Cent,Get Rich Or Die Tryin',2003-02-06,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",78,193466,0.26,0.902,0.72,0.0,6,0.0749,-2.776,0,0.347,90.059,4,0.805
Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,2024-01-18,['singer-songwriter pop'],98,180304,0.151,0.472,0.471,0.0,10,0.14,-5.692,1,0.0603,105.029,3,0.219
TEXAS HOLD 'EM,7AYmToZ5y67fBjq4RLFbuq,Beyoncé,TEXAS HOLD 'EM,2024-02-10,"['pop', 'r&b']",72,235636,0.588,0.725,0.709,0.0,2,0.135,-6.514,1,0.072,110.024,4,0.353
Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Lover,2019-08-23,['pop'],99,178426,0.117,0.552,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,2023-09-15,"['alt z', 'pop']",100,131872,0.256,0.75,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
CARNIVAL,3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,2024-02-09,[],84,264324,0.189,0.594,0.811,0.0,1,0.339,-5.746,1,0.159,148.144,4,0.311
La Diabla,0R6NfOiLzLj4O5VbYSJAjf,Xavi,La Diabla,2023-11-30,['sad sierreno'],99,172264,0.255,0.751,0.819,0.0,11,0.236,-4.372,0,0.0409,131.842,3,0.697
My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,The Land Is Inhospitable and So Are We,2023-09-15,"['brooklyn indie', 'pov: indie']",99,137773,0.868,0.504,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
"One Of The Girls (with JENNIE, Lily Rose Depp)",1VNWdmXSbaNrnWod10WIL0,"The Weeknd, JENNIE, Lily-Rose Depp",The Highlights (Deluxe),2024-02-09,"['canadian contemporary r&b', 'canadian pop', 'pop']",79,244684,0.0524,0.531,0.652,1.39e-06,8,0.162,-6.249,1,0.0325,87.521,4,0.179
Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,2022-10-14,['pov: indie'],98,182346,0.782,0.662,0.488,0.0,9,0.102,-6.894,1,0.0682,117.913,4,0.817
Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,[],94,210688,0.199,0.561,0.604,1.9e-05,9,0.104,-4.409,1,0.0337,159.92,3,0.242
redrum,52eIcoLUM25zbQupAZYoFh,21 Savage,american dream,2024-01-12,"['atl hip hop', 'hip hop', 'rap']",97,270697,0.00529,0.624,0.74,0.000224,2,0.5,-8.445,1,0.0481,172.089,4,0.246
Praise Jah In The Moonlight,3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,2023-12-27,[],93,263040,0.128,0.66,0.727,1.31e-05,6,0.524,-4.028,0,0.0441,125.023,4,0.418
LUNA,7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",FERXXOCALIPSIS,2023-12-01,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",97,196800,0.131,0.774,0.86,0.0,7,0.116,-2.888,0,0.13,100.019,4,0.446
Lovin On Me,4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,2023-11-10,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",99,138411,0.0026,0.943,0.558,2.19e-06,2,0.0937,-4.911,1,0.0568,104.983,4,0.606
Unwritten,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,2004-08-30,"['dance pop', 'pop', 'post-teen pop']",94,259333,0.00584,0.706,0.8,0.0,5,0.0822,-6.333,1,0.0399,100.011,4,0.629
La Víctima,5XVdHRf4CAJ2Jm0uMIy5qY,Xavi,La Víctima,2023-08-17,['sad sierreno'],96,156345,0.152,0.778,0.835,0.0,11,0.109,-3.598,0,0.0767,140.082,4,0.666
Houdini,4OMJGnvZfDvsePyCwRGO7X,Dua Lipa,Houdini,2023-11-09,"['dance pop', 'pop', 'uk pop']",95,185917,0.0036,0.744,0.789,0.00144,9,0.0947,-4.876,0,0.059,116.985,4,0.866
"yes, and?",7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",2024-01-12,['pop'],97,214994,0.198,0.788,0.758,8.5e-05,1,0.104,-6.513,1,0.0505,119.008,4,0.823
Flowers,7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Endless Summer Vacation,2023-08-18,['pop'],95,200600,0.0584,0.706,0.691,6.99e-05,0,0.0232,-4.775,1,0.0633,118.048,4,0.632
Popular (with Playboi Carti & Madonna),7GUhiAHLoVy1V8ucQuZ3CB,"The Weeknd, Playboi Carti, Madonna",The Highlights (Deluxe),2024-02-09,"['canadian contemporary r&b', 'canadian pop', 'pop']",79,215466,0.0604,0.854,0.668,8.39e-05,1,0.382,-6.243,1,0.2,99.018,4,0.833
PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",nadie sabe lo que va a pasar mañana,2023-10-13,"['reggaeton', 'trap latino', 'urbano latino']",96,162767,0.0887,0.911,0.778,2.16e-05,5,0.179,-2.248,1,0.262,96.057,4,0.345
Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",GOLDEN,2023-11-03,['k-pop'],90,183550,0.312,0.79,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,SOS,2022-12-09,"['pop', 'r&b', 'rap']",94,201800,0.141,0.559,0.551,0.0,5,0.11,-7.231,1,0.132,143.008,4,0.392
LA FALDA,7iUtQNMRB8ZkKC4AmEuCJC,Myke Towers,LVEU: VIVE LA TUYA...NO LA MIA,2023-09-18,"['reggaeton', 'trap latino', 'urbano latino']",93,174229,0.372,0.8,0.738,0.00877,7,0.19,-4.26,1,0.0691,103.008,4,0.267
Strangers,5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,2023-09-01,['singer-songwriter pop'],96,172964,0.701,0.628,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
vampire,1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,GUTS,2023-09-08,['pop'],95,219724,0.177,0.511,0.532,0.0,5,0.291,-5.745,1,0.0578,138.005,4,0.35
Starboy,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,2016-11-25,"['canadian contemporary r&b', 'canadian pop', 'pop']",95,230453,0.141,0.679,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,Lord Huron,Strange Trails,2015-04-07,"['indie folk', 'stomp and holler']",83,208211,0.969,0.545,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
BURN,04CyMEHliadfQWMUJb1w99,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,2024-02-09,[],81,111458,0.0157,0.6,0.885,6.02e-06,11,0.856,-6.21,0,0.393,105.003,4,0.736
End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,DECIDE,2022-09-16,"['indie pop', 'pov: indie', 'psychedelic pop']",82,159245,0.0351,0.689,0.454,0.00259,2,0.0707,-7.643,1,0.0584,159.982,4,0.912
Murder On The Dancefloor,4tKGFmENO69tZR9ahgZu48,Sophie Ellis-Bextor,Read My Lips,2002-06-06,"['dance pop', 'europop', 'new wave pop']",94,230013,0.00234,0.73,0.849,2.6e-05,1,0.312,-5.281,0,0.0299,117.31,4,0.887
Igual Que Un Ángel (with Peso Pluma),6XaJfhwof7qIgbbXO5tIQI,"Kali Uchis, Peso Pluma",ORQUÍDEAS,2024-01-12,['colombian pop'],96,260370,0.00348,0.685,0.61,0.00054,5,0.183,-5.36,0,0.0343,107.999,4,0.464
Water,5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,2023-07-28,[],95,200255,0.0856,0.673,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
Never Lose Me,6uTPdRrEDeH8Fyg5L5qmeU,Flo Milli,Never Lose Me,2023-11-30,['viral rap'],93,125901,0.0504,0.781,0.567,0.0,1,0.0981,-7.857,1,0.0969,121.964,4,0.0743
QLONA,5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",93,172797,0.52,0.841,0.738,0.0,7,0.0892,-7.455,0,0.307,169.918,4,0.484
"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,"['art pop', 'pop']",95,222369,0.959,0.444,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142
Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Scarlet,2023-09-20,"['dance pop', 'pop']",87,230480,0.255,0.864,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
BELLAKEO,05WVKTdZhlIMX4qqMLuo0f,"Peso Pluma, Anitta",BELLAKEO,2023-12-07,"['corridos tumbados', 'sad sierreno']",95,197333,0.0562,0.72,0.88,0.06,9,0.153,-2.834,1,0.101,180.011,4,0.463
Standing Next to You,2KslE17cAJNHTsI2MI0jb2,Jung Kook,GOLDEN,2023-11-03,['k-pop'],95,206019,0.0447,0.711,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",Zach Bryan,2023-08-25,['classic oklahoma country'],94,227195,0.554,0.429,0.453,2e-06,0,0.102,-7.746,1,0.0459,77.639,4,0.155
Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,SZA,SOS,2022-12-08,"['pop', 'r&b', 'rap']",91,153946,0.0521,0.644,0.735,0.144,8,0.161,-5.747,1,0.0391,88.98,4,0.418
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Doo-Wops & Hooligans,2010-10-05,"['dance pop', 'pop']",90,220734,0.0134,0.635,0.841,0.0,5,0.0622,-5.379,1,0.0422,109.021,4,0.424
FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",UTOPIA,2023-07-28,"['hip hop', 'rap', 'slap house']",93,191700,0.0316,0.569,0.882,0.0,3,0.142,-2.777,0,0.06,148.038,4,0.201
Daylight,1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,2023-04-14,"['gen z singer-songwriter', 'singer-songwriter pop']",94,212953,0.83,0.508,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Harry's House,2022-05-20,['pop'],95,167303,0.342,0.52,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
ONE CALL,69phA1R4gmQsBFRQ3INW8C,Rich Amiri,Ghetto Fabulous,2023-11-17,['rage rap'],86,121399,0.00617,0.65,0.539,2.67e-05,1,0.114,-7.281,1,0.0561,158.105,4,0.253
Time,65TIlSzHRK25EE5P972aYG,Tom Waits,Rain Dogs,1985-09-30,"['folk', 'singer-songwriter']",0,234800,0.746,0.368,0.116,0.000257,2,0.139,-22.515,1,0.0417,133.191,3,0.295
